latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
34.059753,118.125,20.0,0,GMT,GMT

time,weather_code (wmo code),temperature_2m_mean (°C),rain_sum (mm),sunshine_duration (s),snowfall_sum (cm),precipitation_sum (mm),wind_direction_10m_dominant (°),daylight_duration (s),wind_speed_10m_max (km/h)
2021-12-04,3,5.7,0.00,30598.80,0.00,0.00,144,36019.50,11.0
2021-12-05,0,6.5,0.00,30722.90,0.00,0.00,161,35969.14,10.3
2021-12-06,3,7.8,0.00,30454.48,0.00,0.00,10,35921.47,20.4
2021-12-07,3,6.9,0.00,28514.29,0.00,0.00,51,35876.61,17.1
2021-12-08,53,8.9,0.90,22880.80,0.00,0.90,106,35834.62,13.4
2021-12-09,2,7.9,0.00,29297.86,0.00,0.00,295,35795.62,11.9
2021-12-10,3,8.3,0.00,29539.14,0.00,0.00,71,35759.70,14.4
2021-12-11,53,8.4,3.30,0.00,0.00,3.30,355,35726.94,16.2
2021-12-12,3,4.3,0.00,20514.25,0.00,0.00,28,35697.43,22.2
2021-12-13,3,4.1,0.00,30061.71,0.00,0.00,165,35671.28,13.2
2021-12-14,3,7.0,0.00,23381.27,0.00,0.00,214,35648.50,19.8
2021-12-15,51,9.3,0.10,27419.70,0.00,0.10,107,35628.80,7.7
2021-12-16,3,7.9,0.00,29454.78,0.00,0.00,360,35612.11,22.0
2021-12-17,3,0.1,0.00,29298.18,0.00,0.00,358,35598.44,23.5
2021-12-18,3,1.0,0.00,27844.65,0.00,0.00,233,35587.79,19.3
2021-12-19,3,5.3,0.00,30359.11,0.00,0.00,218,35580.15,16.4
2021-12-20,0,7.1,0.00,30499.90,0.00,0.00,237,35575.53,17.9
2021-12-21,0,5.5,0.00,30672.98,0.00,0.00,95,35573.91,11.2
2021-12-22,0,6.1,0.00,30403.27,0.00,0.00,87,35575.28,10.6
2021-12-23,51,6.5,0.70,30199.96,0.00,0.70,54,35579.64,28.8
2021-12-24,71,-1.7,0.40,0.00,0.14,0.60,25,35586.99,27.2
2021-12-25,2,-4.2,0.00,30360.02,0.00,0.00,3,35597.30,20.9
2021-12-26,3,-4.5,0.00,31048.00,0.00,0.00,307,35610.57,15.6
2021-12-27,3,-2.5,0.00,31060.84,0.00,0.00,235,35626.79,11.4
2021-12-28,3,0.7,0.00,30827.77,0.00,0.00,220,35645.94,15.6
2021-12-29,0,0.7,0.00,31318.12,0.00,0.00,302,35668.00,16.4
2021-12-30,3,0.6,0.00,31361.11,0.00,0.00,302,35692.96,14.0
2021-12-31,3,2.5,0.00,26921.15,0.00,0.00,143,35720.80,13.4
2022-01-01,3,2.8,0.00,30632.17,0.00,0.00,145,35751.50,13.9
2022-01-02,3,1.8,0.00,30507.31,0.00,0.00,85,35785.05,13.8
2022-01-03,3,2.9,0.00,31269.72,0.00,0.00,74,35821.49,16.3
2022-01-04,73,3.5,10.20,0.00,1.26,12.00,65,35861.25,22.1
2022-01-05,53,1.1,3.00,0.00,0.00,3.00,35,35904.29,21.8
2022-01-06,3,1.9,0.00,23181.43,0.00,0.00,54,35950.51,12.0
2022-01-07,3,2.7,0.00,29005.10,0.00,0.00,226,35999.80,8.3
2022-01-08,3,3.2,0.00,15513.09,0.00,0.00,283,36052.06,8.4
2022-01-09,3,4.1,0.00,30833.78,0.00,0.00,79,36107.18,7.1
2022-01-10,51,2.6,1.40,83.14,0.00,1.40,6,36165.05,17.9
2022-01-11,3,0.2,0.00,31960.02,0.00,0.00,141,36225.57,10.6
2022-01-12,51,2.3,0.10,25279.72,0.00,0.10,316,36288.63,22.6
2022-01-13,3,-0.7,0.00,32170.60,0.00,0.00,299,36354.12,12.3
2022-01-14,3,-0.3,0.00,4976.87,0.00,0.00,171,36421.94,15.8
2022-01-15,3,3.2,0.00,32097.23,0.00,0.00,322,36491.98,14.9
2022-01-16,3,2.0,0.00,31532.81,0.00,0.00,92,36564.14,15.0
2022-01-17,1,2.3,0.00,32214.33,0.00,0.00,78,36638.32,10.9
2022-01-18,3,3.8,0.00,26344.47,0.00,0.00,132,36714.41,12.2
2022-01-19,3,2.7,0.00,23310.64,0.00,0.00,50,36792.32,23.2
2022-01-20,3,-0.3,0.00,32388.92,0.00,0.00,62,36871.95,19.6
2022-01-21,51,3.2,0.10,11604.84,0.00,0.10,84,36953.18,18.0
2022-01-22,53,3.8,6.00,0.00,0.00,6.00,45,37035.93,25.1
2022-01-23,51,1.4,0.10,0.00,0.00,0.10,32,37120.29,26.5
2022-01-24,71,0.4,0.00,9356.67,0.14,0.20,313,37207.12,11.1
2022-01-25,3,2.7,0.00,24646.69,0.00,0.00,55,37296.49,11.8
2022-01-26,51,3.0,0.50,11333.99,0.00,0.50,50,37388.22,17.6
2022-01-27,3,2.2,0.00,23584.50,0.00,0.00,45,37482.19,17.1
2022-01-28,3,0.9,0.00,12672.73,0.00,0.00,31,37578.24,15.4
2022-01-29,3,1.5,0.00,29152.85,0.00,0.00,163,37676.25,8.7
2022-01-30,3,1.8,0.00,32984.72,0.00,0.00,245,37776.08,12.1
2022-01-31,3,1.8,0.00,32400.00,0.00,0.00,316,37877.59,16.1
2022-02-01,3,0.9,0.00,32400.00,0.00,0.00,71,37980.66,12.8
2022-02-02,3,1.4,0.00,23518.33,0.00,0.00,98,38085.14,8.9
2022-02-03,3,1.6,0.00,31230.69,0.00,0.00,255,38190.93,10.0
2022-02-04,1,2.2,0.00,33485.00,0.00,0.00,5,38297.88,18.0
2022-02-05,3,0.5,0.00,32474.11,0.00,0.00,351,38405.88,9.1
2022-02-06,71,2.8,0.00,25554.20,0.56,0.80,102,38514.80,10.0
2022-02-07,73,0.2,0.00,0.00,1.61,2.30,28,38624.54,16.0
2022-02-08,3,2.8,0.00,30403.61,0.00,0.00,263,38734.96,9.1
2022-02-09,3,3.2,0.00,11783.59,0.00,0.00,201,38845.96,13.8
2022-02-10,3,4.2,0.00,14005.39,0.00,0.00,122,38957.42,8.7
2022-02-11,3,5.4,0.00,15057.66,0.00,0.00,78,39069.23,16.3
2022-02-12,51,5.8,0.20,23199.29,0.00,0.20,62,39181.48,14.1
2022-02-13,51,5.1,0.10,30077.62,0.00,0.10,220,39295.20,9.8
2022-02-14,3,4.7,0.00,8708.01,0.00,0.00,48,39410.44,20.3
2022-02-15,71,1.1,0.00,0.00,0.14,0.20,83,39527.09,18.2
2022-02-16,71,1.0,0.00,1689.85,0.14,0.20,68,39645.04,26.9
2022-02-17,3,0.3,0.00,6565.96,0.00,0.00,75,39764.17,25.1
2022-02-18,71,1.3,0.90,6650.75,0.07,1.00,32,39884.36,14.7
2022-02-19,3,-0.0,0.00,30314.51,0.00,0.00,338,40005.49,23.7
2022-02-20,3,1.0,0.00,36302.51,0.00,0.00,229,40127.46,13.7
2022-02-21,3,3.6,0.00,31652.61,0.00,0.00,263,40250.15,16.6
2022-02-22,3,3.5,0.00,30187.48,0.00,0.00,65,40373.47,16.7
2022-02-23,3,1.9,0.00,36009.06,0.00,0.00,101,40497.30,16.4
2022-02-24,0,4.6,0.00,36604.60,0.00,0.00,185,40621.54,11.9
2022-02-25,3,7.1,0.00,37207.34,0.00,0.00,195,40746.09,15.8
2022-02-26,3,7.2,0.00,37556.29,0.00,0.00,294,40870.84,22.2
2022-02-27,3,9.0,0.00,37776.04,0.00,0.00,146,40995.69,15.3
2022-02-28,53,12.7,0.90,31402.15,0.00,0.90,292,41120.55,21.3
2022-03-01,3,7.1,0.00,36283.89,0.00,0.00,353,41245.32,26.5
2022-03-02,3,9.0,0.00,38307.16,0.00,0.00,224,41369.90,19.9
2022-03-03,3,13.3,0.00,32626.18,0.00,0.00,225,41494.19,15.1
2022-03-04,3,13.5,0.00,38490.54,0.00,0.00,344,41618.27,26.6
2022-03-05,3,9.1,0.00,37324.95,0.00,0.00,93,41743.12,18.4
2022-03-06,3,8.7,0.00,25120.75,0.00,0.00,148,41868.81,16.6
2022-03-07,2,10.4,0.00,34748.48,0.00,0.00,231,41995.26,19.0
2022-03-08,0,12.9,0.00,38650.44,0.00,0.00,166,42122.38,11.7
2022-03-09,3,14.7,0.00,38508.70,0.00,0.00,133,42250.07,16.1
2022-03-10,51,13.7,0.30,25136.37,0.00,0.30,93,42378.24,11.4
2022-03-11,3,13.8,0.00,38670.98,0.00,0.00,83,42506.82,25.6
2022-03-12,65,17.0,45.30,30650.29,0.00,45.30,115,42635.70,17.8
2022-03-13,63,15.4,12.30,38835.27,0.00,12.30,84,42764.81,21.0
2022-03-14,3,14.0,0.00,27568.12,0.00,0.00,125,42894.06,16.7
2022-03-15,3,15.0,0.00,32400.00,0.00,0.00,147,43023.36,17.7
2022-03-16,63,12.9,36.20,28673.67,0.00,36.20,57,43152.62,40.7
2022-03-17,53,5.4,3.70,3600.00,0.00,3.70,28,43281.77,38.8
2022-03-18,51,8.5,0.10,21298.81,0.00,0.10,317,43410.70,26.0
2022-03-19,71,5.1,0.90,16412.13,0.21,1.20,52,43539.35,21.9
2022-03-20,3,5.7,0.00,13456.41,0.00,0.00,90,43667.62,18.4
2022-03-21,53,5.8,2.40,0.00,0.00,2.40,72,43795.43,17.4
2022-03-22,3,8.3,0.00,27761.84,0.00,0.00,108,43922.68,13.8
2022-03-23,3,10.0,0.00,38588.83,0.00,0.00,212,44049.30,19.0
2022-03-24,63,13.2,11.50,37063.82,0.00,11.50,141,44175.36,23.1
2022-03-25,61,11.2,11.90,392.03,0.00,11.90,331,44301.75,23.1
2022-03-26,3,12.5,0.00,34715.63,0.00,0.00,278,44428.55,24.5
2022-03-27,3,10.2,0.00,33632.54,0.00,0.00,92,44555.70,27.1
2022-03-28,3,10.5,0.00,40092.48,0.00,0.00,136,44683.10,19.9
2022-03-29,51,13.9,0.10,39600.00,0.00,0.10,148,44810.68,18.9
2022-03-30,3,14.6,0.00,32532.68,0.00,0.00,52,44938.36,19.6
2022-03-31,3,10.4,0.00,15065.97,0.00,0.00,54,45066.06,18.9
2022-04-01,3,8.7,0.00,37012.81,0.00,0.00,106,45193.69,19.6
2022-04-02,2,10.7,0.00,37049.30,0.00,0.00,162,45321.17,15.5
2022-04-03,3,12.4,0.00,39600.00,0.00,0.00,157,45448.43,17.3
2022-04-04,3,14.0,0.00,38832.36,0.00,0.00,160,45575.36,18.5
2022-04-05,3,15.9,0.00,31628.70,0.00,0.00,180,45701.91,15.4
2022-04-06,61,15.0,4.20,30706.83,0.00,4.20,68,45827.96,26.7
2022-04-07,3,15.7,0.00,33250.68,0.00,0.00,107,45953.45,11.4
2022-04-08,0,20.9,0.00,41341.85,0.00,0.00,192,46078.28,19.1
2022-04-09,3,21.7,0.00,41340.91,0.00,0.00,175,46202.36,21.7
2022-04-10,0,22.1,0.00,41339.18,0.00,0.00,172,46325.59,15.9
2022-04-11,3,23.8,0.00,39553.49,0.00,0.00,184,46447.90,15.6
2022-04-12,3,17.0,0.00,28118.38,0.00,0.00,40,46569.18,27.7
2022-04-13,3,12.7,0.00,3386.58,0.00,0.00,49,46689.50,22.1
2022-04-14,3,14.2,0.00,32138.49,0.00,0.00,49,46809.71,20.7
2022-04-15,3,14.5,0.00,35002.80,0.00,0.00,37,46929.90,22.0
2022-04-16,3,12.6,0.00,39950.77,0.00,0.00,184,47049.98,11.9
2022-04-17,3,15.2,0.00,28502.75,0.00,0.00,163,47169.86,15.7
2022-04-18,51,16.4,0.10,31637.03,0.00,0.10,260,47289.46,9.8
2022-04-19,3,16.7,0.00,39660.28,0.00,0.00,195,47408.70,11.7
2022-04-20,3,18.0,0.00,26948.91,0.00,0.00,194,47527.48,19.9
2022-04-21,2,21.2,0.00,42421.11,0.00,0.00,207,47645.72,23.5
2022-04-22,3,21.1,0.00,37503.93,0.00,0.00,72,47763.33,24.5
2022-04-23,3,20.9,0.00,42397.03,0.00,0.00,151,47880.21,13.8
2022-04-24,3,23.4,0.00,36958.23,0.00,0.00,144,47996.29,17.6
2022-04-25,63,17.8,13.30,0.00,0.00,13.30,62,48111.44,20.2
2022-04-26,53,20.3,1.00,28808.89,0.00,1.00,61,48225.58,28.2
2022-04-27,3,16.4,0.00,40182.08,0.00,0.00,87,48338.61,27.8
2022-04-28,61,13.0,3.90,25215.79,0.00,3.90,44,48450.43,25.2
2022-04-29,3,12.8,0.00,37887.42,0.00,0.00,321,48560.93,8.6
2022-04-30,51,15.0,0.10,14994.99,0.00,0.10,10,48670.02,10.3
2022-05-01,3,16.4,0.00,43200.00,0.00,0.00,236,48777.57,18.8
2022-05-02,1,18.3,0.00,42045.89,0.00,0.00,165,48883.49,8.9
2022-05-03,0,21.0,0.00,43200.00,0.00,0.00,197,48987.81,15.8
2022-05-04,0,21.7,0.00,43200.00,0.00,0.00,183,49091.33,19.9
2022-05-05,3,22.3,0.00,43200.00,0.00,0.00,161,49194.12,17.7
2022-05-06,3,22.4,0.00,41035.84,0.00,0.00,102,49296.09,26.6
2022-05-07,51,16.9,0.10,37403.25,0.00,0.10,75,49397.14,31.9
2022-05-08,3,17.7,0.00,39600.00,0.00,0.00,82,49497.20,24.6
2022-05-09,53,15.6,2.60,5132.10,0.00,2.60,65,49596.16,19.3
2022-05-10,53,15.3,1.00,23614.16,0.00,1.00,89,49693.94,14.0
2022-05-11,3,17.7,0.00,19615.00,0.00,0.00,63,49790.42,19.4
2022-05-12,3,18.6,0.00,41874.52,0.00,0.00,59,49885.54,24.8
2022-05-13,3,15.1,0.00,19985.52,0.00,0.00,356,49979.16,19.4
2022-05-14,3,16.6,0.00,21600.00,0.00,0.00,312,50071.20,10.5
2022-05-15,3,18.5,0.00,41029.63,0.00,0.00,250,50161.57,15.5
2022-05-16,2,20.5,0.00,43323.61,0.00,0.00,229,50250.14,20.6
2022-05-17,2,22.6,0.00,43316.09,0.00,0.00,224,50336.82,22.7
2022-05-18,3,23.3,0.00,36280.57,0.00,0.00,204,50421.50,18.4
2022-05-19,3,20.1,0.00,16313.88,0.00,0.00,213,50504.07,18.8
2022-05-20,2,22.1,0.00,43293.08,0.00,0.00,226,50584.43,10.5
2022-05-21,3,23.7,0.00,40993.72,0.00,0.00,203,50662.46,10.5
2022-05-22,3,24.3,0.00,39732.62,0.00,0.00,162,50738.04,16.4
2022-05-23,2,24.5,0.00,43560.18,0.00,0.00,154,50811.20,19.5
2022-05-24,3,23.6,0.00,42626.70,0.00,0.00,167,50882.53,16.2
2022-05-25,53,22.6,1.60,34638.71,0.00,1.60,62,50952.08,27.8
2022-05-26,3,21.3,0.00,42610.97,0.00,0.00,215,51019.80,11.0
2022-05-27,3,24.4,0.00,32400.00,0.00,0.00,206,51085.60,12.6
2022-05-28,3,25.1,0.00,31010.21,0.00,0.00,192,51149.43,19.9
2022-05-29,51,25.4,0.50,23277.85,0.00,0.50,66,51211.20,25.1
2022-05-30,3,23.7,0.00,39512.76,0.00,0.00,160,51270.85,19.4
2022-05-31,51,24.8,0.10,35866.25,0.00,0.10,177,51328.31,21.7
2022-06-01,3,28.4,0.00,43818.23,0.00,0.00,192,51383.51,15.6
2022-06-02,3,28.8,0.00,43505.15,0.00,0.00,156,51436.37,18.5
2022-06-03,3,28.1,0.00,40209.91,0.00,0.00,128,51486.82,23.1
2022-06-04,53,25.6,3.40,5065.28,0.00,3.40,65,51534.80,18.9
2022-06-05,53,24.7,0.50,20410.66,0.00,0.50,130,51580.24,14.8
2022-06-06,3,26.6,0.00,44277.59,0.00,0.00,24,51623.05,22.6
2022-06-07,3,23.9,0.00,39357.79,0.00,0.00,122,51663.17,17.5
2022-06-08,53,25.5,0.50,32641.47,0.00,0.50,145,51700.54,30.8
2022-06-09,3,27.2,0.00,36339.81,0.00,0.00,130,51735.08,17.9
2022-06-10,61,23.1,3.30,15118.17,0.00,3.30,86,51766.71,23.0
2022-06-11,3,26.0,0.00,40341.23,0.00,0.00,143,51795.39,16.4
2022-06-12,3,23.5,0.00,12973.70,0.00,0.00,157,51821.07,24.5
2022-06-13,63,24.5,9.80,44100.12,0.00,9.80,98,51843.98,21.4
2022-06-14,63,23.1,2.90,36932.96,0.00,2.90,271,51864.14,14.0
2022-06-15,2,27.1,0.00,42991.59,0.00,0.00,133,51881.56,19.6
2022-06-16,55,29.6,1.10,36090.87,0.00,1.10,197,51896.22,21.7
2022-06-17,3,30.7,0.00,44425.23,0.00,0.00,195,51908.14,17.5
2022-06-18,3,30.8,0.00,44426.00,0.00,0.00,150,51917.32,20.2
2022-06-19,3,30.6,0.00,40459.95,0.00,0.00,114,51923.74,14.3
2022-06-20,3,29.6,0.00,44596.36,0.00,0.00,110,51927.42,16.8
2022-06-21,3,30.3,0.00,44309.36,0.00,0.00,142,51928.36,17.4
2022-06-22,63,31.5,5.30,39635.30,0.00,5.30,194,51926.57,21.1
2022-06-23,61,27.2,6.90,17314.09,0.00,6.90,249,51922.04,29.5
2022-06-24,3,30.0,0.00,43492.98,0.00,0.00,216,51914.79,18.3
2022-06-25,51,31.5,0.50,39019.71,0.00,0.50,194,51904.82,18.8
2022-06-26,63,29.3,9.90,12826.67,0.00,9.90,185,51892.15,20.7
2022-06-27,65,26.5,72.90,0.00,0.00,72.90,215,51876.79,20.0
2022-06-28,63,28.1,9.10,30406.46,0.00,9.10,223,51858.73,18.4
2022-06-29,63,29.3,6.80,40976.64,0.00,6.80,213,51838.01,16.8
2022-06-30,65,27.4,9.20,38324.18,0.00,9.20,154,51814.62,19.7
2022-07-01,63,27.2,9.20,38748.00,0.00,9.20,139,51788.60,19.6
2022-07-02,3,28.8,0.00,42146.64,0.00,0.00,128,51759.89,18.9
2022-07-03,63,28.8,6.10,39600.00,0.00,6.10,119,51728.20,17.1
2022-07-04,63,26.9,21.40,8855.67,0.00,21.40,106,51693.57,14.4
2022-07-05,63,27.8,12.80,12239.71,0.00,12.80,106,51656.06,25.4
2022-07-06,51,27.1,1.80,34329.71,0.00,1.80,233,51615.75,23.7
2022-07-07,3,27.8,0.00,43685.18,0.00,0.00,239,51572.72,10.1
2022-07-08,51,30.0,0.10,45913.24,0.00,0.10,158,51527.04,9.0
2022-07-09,53,30.0,1.30,42396.35,0.00,1.30,153,51478.80,13.0
2022-07-10,63,28.2,19.20,26982.92,0.00,19.20,244,51428.07,11.7
2022-07-11,51,30.2,0.60,38954.17,0.00,0.60,117,51374.92,21.0
2022-07-12,51,31.5,0.40,44383.39,0.00,0.40,222,51319.44,20.1
2022-07-13,61,30.5,2.60,37932.00,0.00,2.60,288,51261.71,17.9
2022-07-14,63,28.5,5.80,9778.41,0.00,5.80,316,51201.80,11.0
2022-07-15,51,30.3,0.10,41819.68,0.00,0.10,87,51139.79,11.3
2022-07-16,63,27.8,19.40,8951.83,0.00,19.40,126,51075.75,17.3
2022-07-17,51,26.7,1.40,27462.25,0.00,1.40,341,51009.77,18.0
2022-07-18,51,27.8,0.10,45053.93,0.00,0.10,187,50941.91,9.8
2022-07-19,61,28.7,1.90,36000.00,0.00,1.90,139,50872.26,13.8
2022-07-20,61,25.3,6.20,4319.11,0.00,6.20,247,50800.88,19.9
2022-07-21,3,26.4,0.00,45205.62,0.00,0.00,260,50727.86,13.1
2022-07-22,65,28.7,17.60,29392.20,0.00,17.60,183,50653.14,20.7
2022-07-23,51,24.6,0.40,17340.28,0.00,0.40,278,50576.08,28.9
2022-07-24,1,26.9,0.00,44408.30,0.00,0.00,153,50496.66,10.0
2022-07-25,3,28.6,0.00,41432.08,0.00,0.00,132,50415.00,19.0
2022-07-26,55,26.4,1.80,19005.77,0.00,1.80,108,50331.20,16.4
2022-07-27,3,28.2,0.00,43795.17,0.00,0.00,104,50245.38,9.7
2022-07-28,63,27.5,17.20,29314.02,0.00,17.20,100,50157.64,14.5
2022-07-29,65,25.3,49.30,3600.00,0.00,49.30,88,50068.09,15.6
2022-07-30,61,26.9,3.90,34482.08,0.00,3.90,65,49976.85,21.3
2022-07-31,51,27.9,0.10,44229.27,0.00,0.10,41,49884.01,12.7
2022-08-01,51,28.9,0.20,43819.87,0.00,0.20,250,49789.67,8.2
2022-08-02,53,29.8,0.70,41249.26,0.00,0.70,123,49693.94,12.4
2022-08-03,51,30.5,0.50,43504.53,0.00,0.50,120,49596.91,15.8
2022-08-04,2,31.5,0.00,43975.75,0.00,0.00,160,49498.68,10.7
2022-08-05,3,31.9,0.00,43200.00,0.00,0.00,204,49399.36,10.9
2022-08-06,51,31.3,0.40,38862.36,0.00,0.40,192,49299.03,12.6
2022-08-07,3,31.7,0.00,43708.43,0.00,0.00,188,49197.78,17.7
2022-08-08,3,32.2,0.00,39266.69,0.00,0.00,186,49095.71,13.8
2022-08-09,51,30.8,0.80,41039.50,0.00,0.80,242,48992.91,16.0
2022-08-10,51,29.8,0.60,27896.36,0.00,0.60,12,48889.46,8.3
2022-08-11,51,31.4,0.20,43210.84,0.00,0.20,220,48785.30,13.2
2022-08-12,3,32.4,0.00,41425.00,0.00,0.00,199,48679.64,12.1
2022-08-13,3,31.9,0.00,40926.80,0.00,0.00,200,48572.44,15.5
2022-08-14,3,32.4,0.00,43200.00,0.00,0.00,202,48463.80,16.9
2022-08-15,65,31.1,74.90,39659.27,0.00,74.90,265,48353.83,19.4
2022-08-16,3,28.5,0.00,18214.55,0.00,0.00,77,48242.61,15.7
2022-08-17,3,28.8,0.00,43510.39,0.00,0.00,113,48130.26,16.9
2022-08-18,3,30.6,0.00,37256.32,0.00,0.00,153,48016.88,18.0
2022-08-19,65,31.0,20.90,36670.44,0.00,20.90,300,47902.54,20.9
2022-08-20,51,26.3,0.20,43312.32,0.00,0.20,68,47787.36,19.2
2022-08-21,3,29.5,0.00,43200.00,0.00,0.00,143,47671.41,16.7
2022-08-22,63,30.4,8.40,34304.44,0.00,8.40,224,47554.80,29.3
2022-08-23,51,24.1,0.10,27848.53,0.00,0.10,44,47437.61,27.8
2022-08-24,3,23.9,0.00,42495.54,0.00,0.00,69,47319.93,10.6
2022-08-25,61,23.1,6.80,27351.08,0.00,6.80,26,47201.83,15.1
2022-08-26,3,24.8,0.00,33318.11,0.00,0.00,15,47083.42,20.0
2022-08-27,63,23.1,3.60,20133.89,0.00,3.60,71,46964.76,21.7
2022-08-28,65,23.0,12.40,18392.23,0.00,12.40,87,46845.95,24.2
2022-08-29,63,22.0,10.10,2191.34,0.00,10.10,1,46727.05,17.7
2022-08-30,61,19.8,11.10,0.00,0.00,11.10,347,46608.15,18.8
2022-08-31,3,22.5,0.00,38011.65,0.00,0.00,329,46489.18,11.4
2022-09-01,3,23.5,0.00,42847.96,0.00,0.00,45,46369.33,18.1
2022-09-02,3,23.5,0.00,41496.45,0.00,0.00,42,46248.53,17.1
2022-09-03,51,24.0,0.10,32578.65,0.00,0.10,22,46126.86,19.1
2022-09-04,3,24.0,0.00,25077.68,0.00,0.00,9,46004.42,12.9
2022-09-05,3,24.6,0.00,42688.55,0.00,0.00,58,45881.29,13.0
2022-09-06,51,26.3,0.20,42582.51,0.00,0.20,289,45757.54,13.2
2022-09-07,3,24.3,0.00,39600.00,0.00,0.00,55,45633.27,13.0
2022-09-08,3,23.0,0.00,33009.35,0.00,0.00,73,45508.55,12.0
2022-09-09,3,22.4,0.00,22151.54,0.00,0.00,100,45383.46,10.0
2022-09-10,3,22.8,0.00,34648.45,0.00,0.00,105,45258.09,8.3
2022-09-11,0,23.4,0.00,41858.05,0.00,0.00,104,45132.50,11.2
2022-09-12,1,24.1,0.00,41469.27,0.00,0.00,62,45006.79,17.3
2022-09-13,51,23.9,1.20,37475.74,0.00,1.20,40,44881.01,24.0
2022-09-14,63,22.4,17.50,7111.78,0.00,17.50,7,44755.25,29.2
2022-09-15,63,22.5,7.80,2620.43,0.00,7.80,318,44629.59,33.2
2022-09-16,51,23.2,0.30,36362.56,0.00,0.30,352,44504.09,17.1
2022-09-17,51,23.4,0.10,40300.95,0.00,0.10,59,44378.83,11.5
2022-09-18,3,24.3,0.00,40347.58,0.00,0.00,20,44253.89,21.2
2022-09-19,3,21.8,0.00,38699.11,0.00,0.00,29,44129.35,22.9
2022-09-20,3,18.9,0.00,2358.57,0.00,0.00,43,44005.12,17.9
2022-09-21,3,20.0,0.00,38744.59,0.00,0.00,139,43880.35,11.2
2022-09-22,3,21.0,0.00,36877.88,0.00,0.00,228,43754.98,33.8
2022-09-23,3,18.0,0.00,37986.05,0.00,0.00,27,43629.10,21.3
2022-09-24,3,19.3,0.00,14658.87,0.00,0.00,110,43502.77,7.7
2022-09-25,3,19.9,0.00,31557.41,0.00,0.00,122,43376.09,9.0
2022-09-26,3,20.6,0.00,36892.86,0.00,0.00,78,43249.14,16.6
2022-09-27,53,21.1,1.40,21600.00,0.00,1.40,81,43121.99,11.2
2022-09-28,3,21.4,0.00,32945.92,0.00,0.00,162,42994.72,12.1
2022-09-29,3,21.9,0.00,36781.79,0.00,0.00,133,42867.43,12.0
2022-09-30,55,24.0,4.10,36000.00,0.00,4.10,133,42740.18,15.8
2022-10-01,3,26.5,0.00,32894.99,0.00,0.00,141,42613.07,21.8
2022-10-02,65,28.4,14.90,35720.58,0.00,14.90,171,42486.17,25.4
2022-10-03,65,24.0,41.40,32868.55,0.00,41.40,358,42359.55,32.3
2022-10-04,61,12.7,10.10,0.00,0.00,10.10,18,42233.33,29.5
2022-10-05,61,12.4,16.10,0.00,0.00,16.10,27,42107.56,19.6
2022-10-06,53,12.2,3.70,178.93,0.00,3.70,347,41982.33,14.6
2022-10-07,3,14.3,0.00,26494.31,0.00,0.00,78,41857.73,8.9
2022-10-08,3,16.6,0.00,28800.00,0.00,0.00,192,41733.86,17.3
2022-10-09,51,12.9,0.10,34409.95,0.00,0.10,315,41610.78,29.0
2022-10-10,3,11.3,0.00,36095.64,0.00,0.00,303,41488.42,21.2
2022-10-11,0,12.4,0.00,36103.64,0.00,0.00,105,41365.86,11.3
2022-10-12,3,14.5,0.00,36004.49,0.00,0.00,109,41243.02,9.8
2022-10-13,3,15.9,0.00,36000.00,0.00,0.00,83,41120.00,15.0
2022-10-14,3,17.0,0.00,36000.00,0.00,0.00,66,40996.88,10.1
2022-10-15,3,17.7,0.00,36000.00,0.00,0.00,53,40873.75,9.0
2022-10-16,3,17.9,0.00,36000.00,0.00,0.00,33,40750.73,25.5
2022-10-17,0,13.2,0.00,36000.00,0.00,0.00,18,40627.90,19.8
2022-10-18,0,11.5,0.00,36000.00,0.00,0.00,122,40505.35,10.2
2022-10-19,3,13.1,0.00,36000.00,0.00,0.00,135,40383.20,12.6
2022-10-20,3,15.4,0.00,36000.00,0.00,0.00,134,40261.53,20.7
2022-10-21,3,15.8,0.00,32400.00,0.00,0.00,134,40140.46,9.2
2022-10-22,2,17.0,0.00,36000.00,0.00,0.00,35,40020.07,17.1
2022-10-23,1,15.6,0.00,35968.12,0.00,0.00,87,39900.48,9.6
2022-10-24,3,15.5,0.00,35897.23,0.00,0.00,108,39781.80,10.7
2022-10-25,3,16.2,0.00,32314.84,0.00,0.00,128,39664.12,17.7
2022-10-26,51,15.2,0.30,0.00,0.00,0.30,83,39547.57,15.6
2022-10-27,51,16.0,0.10,26239.70,0.00,0.10,50,39432.26,21.9
2022-10-28,51,14.4,0.20,28397.68,0.00,0.20,54,39318.28,17.6
2022-10-29,1,14.0,0.00,31663.14,0.00,0.00,51,39205.78,16.7
2022-10-30,3,14.0,0.00,34769.58,0.00,0.00,51,39094.67,10.7
2022-10-31,0,15.2,0.00,34769.09,0.00,0.00,45,38983.95,13.8
2022-11-01,0,13.5,0.00,35380.13,0.00,0.00,73,38873.54,15.3
2022-11-02,2,13.1,0.00,35084.62,0.00,0.00,112,38763.56,13.2
2022-11-03,3,13.2,0.00,32865.89,0.00,0.00,38,38654.12,22.4
2022-11-04,3,10.3,0.00,32408.23,0.00,0.00,32,38545.33,16.3
2022-11-05,0,11.2,0.00,34444.23,0.00,0.00,148,38437.29,9.8
